Title,Anno,RQ,Descrizione abstract,Metodo,Tipo di dati,Tecnica per missing,Tecnica per eterogeneità,Risultati principali,Review Status,Link
RNN and GNN based prediction of agricultural prices with multivariate time series and its short-term fluctuations smoothing effect,2025,"RQ1, RQ2, RQ3, RQ4","Questo studio esplora l’utilizzo di metodi di machine learning per la previsione dei prezzi delle materie prime agricole. Poiché i fattori ambientali come il meteo influenzano fortemente le variazioni di prezzo, è stato costruito un dataset multivariato di serie temporali che combina:
• I prezzi all’ingrosso di quattro materie prime agricole in Corea del Sud,
• Sei variabili meteorologiche,
• I numeri delle settimane.
Sono stati adottati due approcci principali:
1. Un modello RNN basato su stacked LSTM,
2. Due modelli basati su GNN: StemGNN (Spectral Temporal Graph Neural Network) e Temporal Graph Convolutional Network.
Inoltre, è stato impiegato un modello univariato di controllo, per confrontare l’efficacia dell’approccio multivariato.
È stata analizzata anche l’influenza della finestra di smoothing temporale, applicando cinque diverse lunghezze, per attenuare le fluttuazioni a breve termine e valutarne l’impatto sulle prestazioni predittive.
I risultati mostrano che:
• La riduzione delle fluttuazioni a breve termine migliora maggiormente le performance dei modelli multivariati rispetto a quello univariato.
• I modelli GNN superano quelli RNN in termini di accuratezza.
• L’analisi delle matrici di adiacenza nel meccanismo di self-attention di StemGNN ha permesso di identificare le variabili meteorologiche più influenti sui prezzi.",,,,,,,
DPEM: Dual-Perspective Enhanced Mamba for multivariate time series forecasting,2025,"RQ1, RQ2, RQ3, RQ4","Il forecasting di serie temporali multivariate (MTSF) mira a scoprire pattern nascosti nei dati storici per prevedere stati futuri. Tuttavia, nella pratica, le serie temporali multivariate presentano:
• Pattern periodici eterogenei lungo l’asse temporale,
• Dipendenze spaziali complesse tra variabili, lungo l’asse delle feature.
Nonostante i recenti progressi, catturare esplicitamente la dipendenza spaziotemporale in presenza di eterogeneità resta una sfida aperta.
Per affrontare questo problema, gli autori propongono un nuovo framework chiamato DPEM (Dual-Perspective Enhanced Mamba), basato su architettura Mamba. Le componenti chiave sono:
1. Multi-Scale Convolution Mamba (MSCM) – Cattura pattern periodici complessi da una prospettiva Channel-Dependent (dipendente dalla variabile).
2. Adaptive Graph Convolution Mamba (AGCM) – Modella le dipendenze spaziali tra variabili da una prospettiva Channel-Independent.
3. Un meccanismo di cross-attention multi-testa, che integra le informazioni temporali e spaziali catturate da entrambe le prospettive, favorendo interazioni bidirezionali tra tempo e variabili.
Esperimenti su 8 benchmark dataset mostrano che DPEM:
• Ottiene prestazioni SOTA,
• Riduce i costi computazionali grazie all’uso della Mamba come rete di base.",,,,,,,
You only adapt once: An adaptive transformer for dynamic multivariate time series forecasting across time-varying topologies and multi-patterns,2025,"RQ1, RQ2, RQ3, RQ4","Sebbene il deep learning si sia dimostrato efficace nel catturare pattern spaziotemporali nei dati di serie temporali multivariate (MTS), la dinamicità nelle topologie delle reti di sensori pone sfide significative, tra cui:
• Adattamento a topologie variabili,
• Gestione dei dati mancanti,
• Mantenimento delle dipendenze spaziali.
I metodi esistenti, come il retraining dei modelli, sono costosi e lenti, e poco robusti in contesti urbani dinamici.
Per affrontare questi limiti, gli autori propongono il modello YOAO (You Only Adapt Once), con tre componenti chiave:
1. Encoder MTS dinamico a livello di nodo, capace di gestire input a dimensioni variabili, adattandosi a topologie mutevoli e dati severamente mancanti.
2. Decoder multi-scala auto-adattivo, che astrarre i pattern spaziotemporali a più scale, integrando rappresentazioni dettagliate.
3. Node-wise curriculum learning, per migliorare efficienza e performance durante il training.
Esperimenti su 3 dataset reali e 2 sottotask simulanti topologie variabili nel tempo dimostrano che:
• YOAO supera 7 baseline SOTA con un miglioramento medio del +18,75% in accuratezza;
• Riduce il tempo di training del 41,52% rispetto a 5 modelli basati su Transformer",,,,,,,
VSC-Net: Versatile spatiotemporal convolution network with multi-sensor signals for remaining useful life prediction of mechanical systems,2025,"RQ1, RQ2, RQ3, RQ4","La previsione della Remaining Useful Life (RUL) è fondamentale per ridurre la manutenzione imprevista e aumentare l'affidabilità dei sistemi meccanici. Tuttavia, gli approcci attuali presentano due limiti principali:
1. Trascurano le dipendenze spaziali tra variabili sensoriali durante la rilevazione del primo tempo di previsione (FPT).
2. Non riescono a cogliere le caratteristiche temporali locali associate al comportamento di degrado, riducendo la precisione della previsione.
Per colmare queste lacune, gli autori propongono VSC-Net (Versatile Spatiotemporal Convolution Network), un nuovo modello per la previsione della RUL basato su segnali multisensore, con tre componenti principali:
1. Un modulo dual graph attention che estrae feature spaziali e temporali da dati strutturati come grafi, utile per identificare precocemente l’FPT.
2. Una rete di convoluzione grafica multiscala, in grado di cogliere:
    ◦ Interdipendenze tra sensori
    ◦ Dipendenze temporali globali
    ◦ Pattern locali di degrado
3. Validazione su:
    ◦ Dataset N-CMAPSS
    ◦ Un robot industriale costruito ad hoc
    ◦ Un sistema ad albero propulsivo
I risultati sperimentali dimostrano che VSC-Net supera molti modelli SOTA nei compiti di previsione della RUL.",,,,,,,
A hierarchical multi-stage fusion deep learning framework for short-term wind power prediction,2025,"RQ1, RQ2, RQ3, RQ4","I sistemi SCADA contengono una grande quantità di informazioni con diversa rilevanza fisica, classificabili in dati omogenei e eterogenei. Le differenze e complementarità tra questi tipi di dati sono fondamentali per migliorare la previsione a breve termine della produzione eolica.
Questo studio propone un’architettura deep learning con un meccanismo di fusione informativa multi-stadio, articolato come segue:
1. Il primo modulo di fusione analizza le correlazioni interne nei dati omogenei, estraendo pattern dai dati storici.
2. Il secondo modulo di fusione si concentra sulle differenze nei dati eterogenei, modellando le interazioni spaziali e temporali tra variabili di diversa natura fisica.
Questa strategia multilivello e multidimensionale di fusione informativa migliora la comprensione delle relazioni interne nei dati e potenzia la precisione delle previsioni.
Il modello utilizza infine una Bidirectional LSTM per effettuare previsioni accurate e in tempo reale sulla produzione eolica.
Tre esperimenti condotti su dati reali SCADA da impianti eolici dimostrano che:
• Il metodo supera 12 modelli avanzati esistenti sia nelle previsioni a singolo passo che multi-step,
• Offre un notevole miglioramento dell’accuratezza e un supporto decisionale efficace per gestione e manutenzione degli impianti eolici.",,,,,,,
Transfer Learning with Foundational Models for Time Series Forecasting using Low-Rank Adaptations,2025,"RQ1, RQ2, RQ3, RQ4","I modelli fondazionali (Foundational Models) rappresentano una delle tecniche più promettenti e diffuse nell’ambito dell’Intelligenza Artificiale Generativa. Questi modelli si distinguono per:
• Scalabilità,
• Facilità di adattamento tramite Transfer Learning,
• Elevata capacità di generalizzazione, grazie all’uso di grandi quantità di dati eterogenei durante il pretraining.
Questa ricerca propone la metodologia LLIAM, un adattamento diretto dei Large Language Models (LLM) al compito di Time Series Forecasting. LLIAM utilizza:
• Un schema di prompting adatto alle serie temporali,
• Tecniche di Low-Rank Adaptation (LoRA) per il fine-tuning con dataset temporali eterogenei.
Lo studio sperimentale si articola in due fasi:
1. Confronto delle prestazioni tra LLIAM e modelli deep learning SOTA, come RNN, Temporal Convolutional Networks e il metodo TimeLLM.
2. Una valutazione in zero-shot, per analizzare la capacità di generalizzazione su dataset temporali di domini mai visti durante il training.
I risultati mostrano che LLIAM è efficace, ottenendo prestazioni competitive senza la necessità di modifiche complesse. Il lavoro promuove l’utilizzo di modelli pre-addestrati e tecniche di fine-tuning efficienti, in linea con i principi della Green AI (riduzione del costo computazionale).",,,,,,,
Graph signal processing meets machine learning: Multi-scale spatial-temporal ensemble learning methodology for air quality forecasting,2025,"RQ1, RQ2, RQ3, RQ4","La previsione affidabile della qualità dell’aria è un compito complesso, poiché richiede la considerazione di pattern sia temporali che spaziali. Seguendo la filosofia del framework “decomposition and ensemble”, questo studio propone una nuova metodologia di ensemble learning spazio-temporale multiscala, basata sulla Time-Varying Graph Mode Decomposition (TVGMD) e tecniche di Machine Learning (ML).
La metodologia si articola in quattro fasi principali:
1. Decomposizione spazio-temporale tramite TVGMD, che rappresenta le serie temporali di qualità dell’aria come grafi variabili nel tempo, estraendo modi oscillatori e le loro strutture di connettività.
2. Selezione delle feature tramite connettività funzionale.
3. Previsione dei singoli modi usando tecniche di machine learning.
4. Combinazione delle previsioni tramite somma semplice (ensemble).
La novità principale risiede nell’uso di TVGMD, che consente di:
• Modellare le serie temporali come grafi dinamici,
• Catturare dipendenze spaziotemporali tra le stazioni di monitoraggio a più scale temporali.
La metodologia è stata testata su un dataset di concentrazione oraria di PM2.5 proveniente da 36 stazioni di monitoraggio a Pechino. I risultati mostrano che il metodo proposto supera altri metodi comparabili, offrendo una nuova prospettiva per l’analisi e la previsione multiscala della qualità dell’aria.",,,,,,,
Robust temporal alignment for multivariate time series forecasting,2025,"RQ1, RQ2, RQ3, RQ4","Nel forecasting di serie temporali multivariate, un corretto allineamento temporale è fondamentale. Infatti, disallineamenti temporali possono introdurre casualità nelle relazioni quantitative apprese tra la serie target e le serie di fattori correlate, compromettendo l’affidabilità delle previsioni.
Tuttavia, due ostacoli principali rendono difficile l’allineamento:
1. L’Anomalous Information Gain (AIG), ovvero guadagni informativi spurii non rappresentativi.
2. La presenza di outlier nei dati.
Per affrontare questi problemi, lo studio propone una metodologia basata su:
• Un ellissoide legato al ritardo temporale, utilizzato per costruire una metrica di deviazione dell’allineamento.
• Un termine di regolarizzazione basato sull'information gain, che penalizza i guadagni informativi anomali (AIG).
• Un filtro per outlier basato su ellissoidi equiprobabili, per migliorare l’affidabilità dei dati in ingresso.
Sulla base di questi elementi, viene sviluppato un metodo di stima del ritardo temporale (TDE) robusto a AIG e outlier, utilizzato per l’allineamento temporale delle serie.
Esperimenti su dati simulati e reali (tra cui previsioni di velocità del vento) dimostrano che, dopo l’allineamento con il metodo proposto:
• Gli errori di previsione (espressi come MSE) si riducono significativamente,
• In particolare, il MSE è ridotto di almeno il 74% nei modelli ML tradizionali e 95% nei modelli deep learning.",,,,,,,
Hierarchical temporal-modal synchronous fusion framework for tool wear recognition with multimodal monitoring data integrating uncertainty quantification,2025,"RQ1, RQ2, RQ3, RQ4","Il riconoscimento dell’usura degli utensili è cruciale per migliorare le prestazioni e la sicurezza nei sistemi di produzione avanzata, supportando la pianificazione della manutenzione predittiva. Le tecniche basate sul deep learning (DL) possono associare segnali multimodali allo stato di usura in tempo reale, ma presentano due limiti principali:
1. Faticano a catturare le correlazioni temporali variabili tra le modalità sensoriali.
2. Producono stime deterministiche singole, che sono poco affidabili per prendere decisioni manutentive robuste.
Per superare questi limiti, il lavoro propone HTMSFF (Hierarchical Temporal-Modal Synchronous Fusion Framework), un framework per il riconoscimento dell’usura degli utensili con consapevolezza dell'incertezza, basato su dati multimodali. I componenti principali sono:
1. MRDAN (Multi-Resolution Directional Attention Network) – Estrae feature dalla coarse-to-fine scale e cattura l’interattività direzionale intra-modale, adattandosi alle variazioni temporali delle sensibilità direzionali.
2. GFCN (Graph Fourier Convolution Network) – Applica convoluzioni multi-ordine auto-adattive per unire le informazioni temporali e modali, gestendo le interazioni inter-modali.
3. Quantificazione dell’incertezza – Si ottiene modellando una densità probabilistica dello stato di usura con una distribuzione Student-t inferita ad alto ordine, che produce stime affidabili e interpretabili.
I risultati sperimentali sul riconoscimento dell’usura mostrano che HTMSFF raggiunge una precisione superiore e fornisce una valutazione efficace dell’incertezza delle previsioni.",,,,,,,
DFGCN: Decoupled dual-flow dynamic graph convolutional network for multivariate time series forecasting,2025,"RQ1, RQ2, RQ4","Il forecasting di serie temporali multivariate (MTSF) è fondamentale in numerosi ambiti, come la previsione climatica, l’analisi finanziaria e la gestione energetica. Questi dati presentano dipendenze intra-serie (nel tempo) e inter-serie (tra variabili), che generano relazioni complesse e intrecciate.
La maggior parte dei metodi attuali utilizza strutture a singolo flusso, tentando di apprendere congiuntamente le feature temporali e quelle tra variabili. Tuttavia, questo approccio è vulnerabile a interferenze nel processo di apprendimento, a causa delle dipendenze eterogenee tra le due dimensioni.
Per superare questo problema, gli autori propongono DFGCN (Dual-Flow dynamic Graph Convolutional Network), che decoppia l’apprendimento delle feature temporali e variabili, modellandole separatamente.
Le componenti principali del modello sono:
1. Dual-flow embedding layer – rappresenta separatamente le caratteristiche della dimensione temporale e di quella delle variabili.
2. Dual-flow dynamic sparse GCN – incorpora la correlazione di Pearson per apprendere dipendenze dinamiche intra- e inter-serie, riducendo il costo computazionale.
3. Dual-flow global attention layer – apprende separatamente le informazioni globali dalle due dimensioni, migliorando la modellazione di feature locali e globali.
I risultati su diversi dataset reali mostrano che DFGCN supera i modelli baseline, con miglioramenti tra il 2,40% e il 19,84%. Inoltre, esperimenti di ablation confermano la robustezza del modello e l’efficacia dei suoi componenti.",,,,,,,
MTHetGNN: A heterogeneous graph embedding framework for multivariate time series forecasting,2022,"RQ1, RQ2, RQ3, RQ4","La previsione di serie temporali multivariate (MTS) consente di analizzare i dati storici per prevedere trend futuri, offrendo un valido supporto alle decisioni. Tuttavia, le relazioni complesse tra variabili — che possono essere statiche, dinamiche, prevedibili o latenti — pongono grandi sfide nella modellazione, ma al tempo stesso offrono ricchezza informativa da sfruttare.
I metodi esistenti tendono a modellare solo alcune di queste relazioni. Per affrontare queste limitazioni, gli autori propongono un nuovo modello end-to-end di deep learning chiamato MTHetGNN (Multivariate Time Series Forecasting via Heterogeneous Graph Neural Networks).
I componenti principali del modello sono:
1. Modulo di embedding delle relazioni: ogni variabile è rappresentata come un nodo in un grafo eterogeneo, dove ogni tipo di arco codifica una relazione diversa (statica o dinamica).
2. Modulo di embedding temporale: estrae feature dalle serie temporali usando filtri CNN a scale percettive diverse, per catturare pattern di varia complessità temporale.
3. Modulo di embedding del grafo eterogeneo: elabora l’informazione strutturale complessa generata dai due moduli precedenti.
Il modello è stato testato su tre dataset reali benchmark, e gli esperimenti mostrano prestazioni superiori rispetto ai metodi SOTA nella previsione di serie temporali multivariate.",,,,,,,
Multivariate time series forecasting method based on nonlinear spiking neural P systems and non-subsampled shearlet transform,2022,"RQ1, RQ2, RQ3, RQ4","La previsione di serie temporali multivariate (MTSF) è un compito complesso a causa delle loro caratteristiche non lineari, non stazionarie, ad alta dimensionalità, e della presenza di dipendenze spazio-temporali tra le variabili.
Per affrontare queste sfide, gli autori propongono un nuovo metodo di previsione basato su:
• Sistemi neurali a spike non lineari P (NSNP),
• E la trasformata shearlet non campionata (NSST).
Metodo proposto:
1. La serie temporale multivariata viene trasformata nel dominio NSST, che consente di ottenere rappresentazioni multiscala e multirisoluzione.
2. In questo dominio, vengono costruiti, addestrati e utilizzati i sistemi NSNP come modelli predittivi non lineari.
3. Il metodo può quindi gestire efficacemente serie temporali non lineari e non stazionarie, e le dipendenze tra variabili sono catturate dalle feature multirisoluzione fornite dalla trasformata NSST.
Validazione:
Sono stati utilizzati 5 dataset reali e il modello è stato confrontato con 5 metodi SOTA e 28 baseline. I risultati mostrano che il metodo proposto è più efficace nella previsione di MTS rispetto agli approcci esistenti.",,,,,,,
